,cancer type,gene,Article p_value,R p_value,Lorsi p_value,num of samples,better group survival,delta tested,max k changes with chosen alpha,max k changes to stay stable,max alpha to stay stable,p_value upper with max changes k,p_value upper on alpha 0.01,p_value upper one change,is greedy algo correct up to alpha,k changes to reach disagreement,p_value when disagreement,p_value greedy on alpha 0.01
236,Breast,RAD21,0.086597,0.127934,0.147445,1073,B,0.05,,,,,,,,,,
237,Breast,PAK4,0.217002,0.178274,0.197344,1073,A,0.05,,,,,,,,,,
238,Breast,PGM3,0.001276,0.014713,0.013247,1073,A,0.05,10.0,2.0,0.0019,0.034724,0.5097424102315242,0.020845352356314,True,,,0.509742
239,Breast,DAXX,0.000739,0.000153,0.000217,1073,B,0.05,10.0,,,0.040495,0.0404945313346067,0.000367239422262,True,,,0.040495
240,Breast,FBP2,0.793245,0.424171,0.467689,1073,A,0.05,,,,,,,,,,
241,Breast,COX6C,0.041925,0.045228,0.056109,1073,B,0.05,,,,,,,,,,
242,Breast,CXCL11,0.39359,0.030788,0.022225,1073,A,0.05,10.0,1.0,0.0009,0.027562,0.5310900530615896,0.0275616937841674,True,,,0.53109
243,Breast,IL7,0.018766,0.158018,0.121346,1073,A,0.05,,,,,,,,,,
244,Breast,SVIL,0.117055,0.032894,0.038405,1073,A,0.05,10.0,1.0,0.0009,0.041086,0.79190177308979,0.0410861597482588,True,,,0.791902
245,Breast,PCK1,0.091326,0.348442,0.374233,1073,A,0.05,,,,,,,,,,
246,Breast,DEDD,0.374881,0.370604,0.33885,1073,B,0.05,,,,,,,,,,
247,Breast,PTPN1,0.180653,0.329072,0.292181,1073,A,0.05,,,,,,,,,,
248,Breast,IDH3G,0.0459,0.066281,0.075261,1073,B,0.05,,,,,,,,,,
249,Breast,DMC1,0.049969,0.405236,0.441828,1073,B,0.05,,,,,,,,,,
250,Breast,JUN,0.032711,0.157115,0.12272,1073,B,0.05,,,,,,,,,,
251,Breast,TGFB1,0.015401,0.08823,0.074755,1073,B,0.05,,,,,,,,,,
252,Breast,NFKBIE,0.0001,2e-06,3e-06,1073,B,0.05,10.0,,,0.003575,0.0035747048537842,5.30771511066596e-06,True,,,0.003575
253,Breast,REV1,0.269868,0.186917,0.164728,1073,A,0.05,,,,,,,,,,
254,Breast,CCNB2,0.035839,0.023173,0.027344,1073,B,0.05,10.0,1.0,0.0009,0.033609,0.6433678081018971,0.0336091729683521,True,,,0.643368
255,Breast,BCL2L10,0.000559,0.020296,0.023514,1073,A,0.05,10.0,1.0,0.0009,0.030513,0.9342100912413316,0.0305127578273618,True,,,0.93421
256,Breast,TNFRSF10C,0.45002,0.064651,0.054631,1073,A,0.05,,,,,,,,,,
257,Breast,ROS1,,0.831681,0.777231,1073,B,0.05,,,,,,,,,,
258,Breast,EDN1,0.032747,0.043791,0.033876,1073,B,0.05,10.0,1.0,0.0009,0.043557,0.6835048151031667,0.043557366762702,True,,,0.683505
259,Breast,H6PD,0.003979,0.161663,0.188188,1073,A,0.05,,,,,,,,,,
260,Breast,BLM,0.401213,0.041833,0.047765,1073,B,0.05,10.0,1.0,0.0009,0.047765,0.8702391589647768,0.0477650641487405,True,,,0.870239
261,Breast,PRKCB,0.007682,0.028124,0.021687,1073,A,0.05,10.0,1.0,0.0009,0.025509,0.3649919728193782,0.0255086106350914,True,,,0.364992
262,Breast,NGFR,0.0106,0.255111,0.224247,1073,A,0.05,,,,,,,,,,
263,Breast,UQCRFS1,0.137417,0.109383,0.088937,1073,A,0.05,,,,,,,,,,
264,Breast,TNFSF4,0.026257,0.083577,0.064034,1073,B,0.05,,,,,,,,,,
265,Breast,UQCR11,0.20036,0.241627,0.270629,1073,B,0.05,,,,,,,,,,
266,Breast,SNAI3,0.164695,0.216737,0.186266,1073,A,0.05,,,,,,,,,,
267,Breast,BTG1,0.00015,0.004584,0.003976,1073,B,0.05,10.0,5.0,0.0047,0.041244,0.2277363096705697,0.0063896262788625,True,,,0.227736
268,Breast,MMP3,0.417297,0.023581,0.016336,1073,A,0.05,10.0,1.0,0.0009,0.020817,0.6622469539814719,0.0208166812890583,True,,,0.662247
269,Breast,TP53BP2,0.22189,0.006635,0.009065,1073,B,0.05,10.0,3.0,0.0028,0.034475,0.3330388465062327,0.0136232341227325,True,,,0.333039
270,Breast,FEN1,0.187091,0.056824,0.064133,1073,B,0.05,,,,,,,,,,
271,Breast,SRC,0.076516,0.037504,0.042986,1073,B,0.05,10.0,1.0,0.0009,0.03732,0.8689138255251226,0.0373197552117864,True,,,0.868914
272,Breast,MCM3,0.109689,0.224509,0.264144,1073,B,0.05,,,,,,,,,,
273,Breast,CASP4,0.058257,0.107871,0.080101,1073,A,0.05,,,,,,,,,,
274,Breast,MGMT,0.285324,0.427664,0.379915,1073,A,0.05,,,,,,,,,,
275,Breast,NDUFB3,0.150036,0.084614,0.096514,1073,B,0.05,,,,,,,,,,
276,Breast,CHD4,0.102796,0.01231,0.014505,1073,B,0.05,10.0,2.0,0.0019,0.038298,0.5474269019509532,0.01333486368536,True,,,0.547427
277,Breast,EZR,0.006321,0.140915,0.122879,1073,A,0.05,,,,,,,,,,
278,Breast,CCND1,0.095177,0.015186,0.018162,1073,B,0.05,10.0,2.0,0.0019,0.044508,0.5398263480859341,0.0245496463478692,True,,,0.539826
279,Breast,PRPS2,0.079064,0.00645,0.008001,1073,B,0.05,10.0,3.0,0.0028,0.033667,0.363826968374862,0.0111697345789824,True,,,0.363827
280,Breast,RB1,0.015429,0.007657,0.00644,1073,A,0.05,10.0,4.0,0.0037,0.039022,0.2807194112575353,0.0098589450772467,True,,,0.280719
281,Breast,CXCL14,0.002797,0.008033,0.00534,1073,B,0.05,10.0,4.0,0.0037,0.044034,0.3874457997520948,0.004611469784202,True,,,0.387446
282,Breast,RASSF1,0.065524,0.115679,0.09582,1073,B,0.05,,,,,,,,,,
283,Breast,RAC1,0.003111,0.016164,0.011536,1073,A,0.05,10.0,3.0,0.0028,0.047306,0.4644861905291716,0.0137597555119688,True,,,0.464486
284,Breast,STAT3,0.020139,0.289877,0.324072,1073,A,0.05,,,,,,,,,,
285,Breast,TRADD,0.418516,0.391876,0.423641,1073,B,0.05,,,,,,,,,,
286,Breast,EGF,0.050364,0.016987,0.01531,1073,A,0.05,10.0,2.0,0.0019,0.040544,0.582072518159647,0.024311080268294,True,,,0.582073
287,Breast,NDUFS5,0.017586,0.006891,0.005539,1073,A,0.05,10.0,3.0,0.0028,0.03182,0.3058908639432183,0.0072923160932308,True,,,0.305891
288,Breast,RDX,0.002413,0.001909,0.002455,1073,A,0.05,10.0,6.0,0.0056,0.040716,0.1615416932686996,0.0038052839707691,True,,,0.161542
289,Breast,MMP12,0.110171,0.036657,0.044564,1073,B,0.05,10.0,0.0,0.0,0.044564,0.6967220106254342,0.06021228890461,True,,,0.696722
290,Breast,BAD,0.138652,0.252755,0.294875,1073,B,0.05,,,,,,,,,,
291,Breast,ERCC3,0.265505,0.379211,0.355966,1073,B,0.05,,,,,,,,,,
292,Breast,ACTN1,0.039548,0.219624,0.175711,1073,A,0.05,,,,,,,,,,
293,Breast,VEGFA,0.265615,0.31068,0.286886,1073,A,0.05,,,,,,,,,,
294,Breast,RUNX1,0.007393,0.000734,0.000572,1073,B,0.05,10.0,9.0,0.0084,0.046849,0.0677305277578439,0.0009531636281521,True,,,0.067731
295,Breast,FASLG,0.105212,0.004206,0.003469,1073,A,0.05,10.0,8.0,0.0075,0.049252,0.0720134178327868,0.0040090568967172,True,,,0.072013
296,Breast,HDAC1,0.024913,0.000921,0.001178,1073,B,0.05,10.0,7.0,0.0065,0.047022,0.1459397742407835,0.0016431145139161,True,,,0.14594
297,Breast,SPHK1,0.207413,0.016101,0.012201,1073,B,0.05,10.0,3.0,0.0028,0.045605,0.4072159120141245,0.0167957604493976,True,,,0.407216
298,Breast,IGF1R,0.001817,0.005811,0.007553,1073,B,0.05,10.0,4.0,0.0037,0.043429,0.2943074786812546,0.0114648200955001,True,,,0.294307
299,Breast,SMAD3,0.150362,0.005223,0.0036,1073,A,0.05,10.0,5.0,0.0047,0.045298,0.2682675571350679,0.0043416510421444,True,,,0.268268
300,Breast,IDH2,0.10727,0.000193,0.000249,1073,B,0.05,10.0,9.0,0.0084,0.04842,0.0735779341557793,0.0003495032955014,True,,,0.073578
301,Breast,NHP2,0.22161,0.038028,0.02786,1073,B,0.05,10.0,1.0,0.0009,0.026588,0.7037174809373287,0.0265875236567718,True,,,0.703717
302,Breast,PHKB,0.002373,0.003271,0.003999,1073,A,0.05,10.0,4.0,0.0037,0.032207,0.2913448739733962,0.0049744013064682,True,,,0.291345
303,Breast,PDHA1,0.005601,0.003746,0.002744,1073,A,0.05,10.0,6.0,0.0056,0.04678,0.1862255418184649,0.0042405378665383,True,,,0.186226
304,Breast,TKT,0.077577,0.106951,0.118741,1073,B,0.05,,,,,,,,,,
305,Breast,PPP2R1B,0.127293,0.01333,0.015443,1073,A,0.05,10.0,2.0,0.0019,0.039863,0.5401722416521686,0.0164091660999594,True,,,0.540172
306,Breast,DAPK1,0.57938,0.190424,0.224787,1073,B,0.05,,,,,,,,,,
307,Breast,GAR1,0.185485,0.042069,0.030774,1073,B,0.05,10.0,1.0,0.0009,0.029124,0.7364197044947597,0.0291237050184531,True,,,0.73642
308,Breast,ETS2,0.24933,0.075291,0.085634,1073,A,0.05,,,,,,,,,,
309,Breast,RAD52,0.441228,0.619753,0.676928,1073,A,0.05,,,,,,,,,,
310,Breast,AGGF1,0.041907,0.277898,0.25942,1073,A,0.05,,,,,,,,,,
311,Breast,RHOB,0.018031,0.05946,0.052749,1073,B,0.05,,,,,,,,,,
312,Breast,BCR,0.028067,0.10346,0.078003,1073,A,0.05,,,,,,,,,,
313,Breast,SERPINB5,0.012765,0.116364,0.098748,1073,B,0.05,,,,,,,,,,
314,Breast,PECAM1,0.302679,0.145938,0.162523,1073,A,0.05,,,,,,,,,,
315,Breast,RET,0.235158,0.079577,0.090608,1073,B,0.05,,,,,,,,,,
316,Breast,ICAM1,0.000779,0.014748,0.011522,1073,A,0.05,10.0,2.0,0.0019,0.033752,0.3055724278282078,0.0141730530902241,True,,,0.305572
317,Breast,APEX2,0.178733,0.324091,0.303248,1073,B,0.05,,,,,,,,,,
318,Breast,MDM2,0.101278,0.290123,0.232564,1073,B,0.05,,,,,,,,,,
319,Breast,GBE1,0.316711,0.081667,0.091098,1073,A,0.05,,,,,,,,,,
320,Breast,TNFRSF1B,0.062686,0.484676,0.438788,1073,A,0.05,,,,,,,,,,
321,Breast,HIF1A,0.015366,0.145833,0.184178,1073,A,0.05,,,,,,,,,,
322,Breast,DLST,0.345553,0.021783,0.015403,1073,A,0.05,10.0,2.0,0.0019,0.040387,0.5499369881634509,0.0154025106435365,True,,,0.549937
323,Breast,CCNH,0.123307,0.194459,0.227016,1073,B,0.05,,,,,,,,,,
324,Breast,CASP1,0.0031,0.07831,0.062778,1073,A,0.05,,,,,,,,,,
325,Breast,TCF20,0.280124,0.047491,0.0604,1073,B,0.05,,,,,,,,,,
326,Breast,CCNE1,0.004696,0.156146,0.171319,1073,A,0.05,,,,,,,,,,
327,Breast,XRCC1,0.017795,0.002037,0.002492,1073,B,0.05,10.0,5.0,0.0047,0.033837,0.2160042794236142,0.0034863714690969,True,,,0.216004
328,Breast,NDUFB6,0.513704,0.150428,0.169903,1073,B,0.05,,,,,,,,,,
329,Breast,VEGFD,0.091164,0.116414,0.151206,1073,A,0.05,,,,,,,,,,
330,Breast,ANGPTL4,0.133199,0.042745,0.048523,1073,A,0.05,10.0,1.0,0.0009,0.048523,0.9109651980175522,0.0485232429048186,True,,,0.910965
331,Breast,G6PC3,0.114788,0.145055,0.161333,1073,A,0.05,,,,,,,,,,
332,Breast,ACO2,0.346855,0.247959,0.221188,1073,B,0.05,,,,,,,,,,
333,Breast,FH,0.022004,0.014825,0.011355,1073,B,0.05,10.0,3.0,0.0028,0.042739,0.3874226614354633,0.0159098108566801,True,,,0.387423
334,Breast,CDKN2B,0.469188,0.198278,0.230066,1073,A,0.05,,,,,,,,,,
335,Breast,POLL,0.001897,0.035194,0.040214,1073,B,0.05,10.0,1.0,0.0009,0.034889,0.8580054474042307,0.0348891006285232,True,,,0.858005
336,Breast,E2F3,0.034768,0.016468,0.019663,1073,B,0.05,10.0,2.0,0.0019,0.049494,0.6072249585198364,0.0198824434568893,True,,,0.607225
337,Breast,ENO3,0.043197,0.113114,0.147965,1073,B,0.05,,,,,,,,,,
338,Breast,HDAC4,0.176647,0.045458,0.037236,1073,A,0.05,10.0,0.0,0.0,0.037236,0.6408140056176561,0.0500615961473725,True,,,0.640814
339,Breast,BRCA2,0.074312,0.099388,0.122064,1073,A,0.05,,,,,,,,,,
340,Breast,EDIL3,0.019445,0.102342,0.085936,1073,A,0.05,,,,,,,,,,
341,Breast,TOPBP1,0.099309,0.052287,0.062004,1073,B,0.05,,,,,,,,,,
342,Breast,GADD45A,0.014534,0.152289,0.131334,1073,A,0.05,,,,,,,,,,
343,Breast,MUS81,0.001847,0.000575,0.000731,1073,A,0.05,10.0,6.0,0.0056,0.044788,0.1618582395513678,0.0012104754092249,True,,,0.161858
344,Breast,NFKB2,0.022006,0.009473,0.011185,1073,A,0.05,10.0,2.0,0.0019,0.03981,0.5186329207119116,0.0142589841863048,True,,,0.518633
345,Breast,TNFSF8,0.283995,0.090257,0.076984,1073,B,0.05,,,,,,,,,,
346,Breast,DIAPH1,0.149074,0.318464,0.290191,1073,B,0.05,,,,,,,,,,
347,Breast,NDUFA2,0.591488,0.634926,0.577474,1073,B,0.05,,,,,,,,,,
348,Breast,MSH4,0.301862,0.234281,0.208468,1073,A,0.05,,,,,,,,,,
349,Breast,CDK6,0.194924,0.116337,0.106941,1073,B,0.05,,,,,,,,,,
350,Breast,RAD23A,0.283035,0.197117,0.182178,1073,B,0.05,,,,,,,,,,
351,Breast,ATR,0.232127,0.038925,0.045708,1073,B,0.05,10.0,0.0,0.0,0.045708,0.7391743172196701,0.0603635876990594,True,,,0.739174
352,Breast,NDUFV2,0.356026,0.120659,0.154452,1073,B,0.05,,,,,,,,,,
353,Breast,ERCC6,0.016144,0.028281,0.025393,1073,A,0.05,10.0,1.0,0.0009,0.038501,0.6790428423968983,0.0385007028135358,True,,,0.679043
354,Breast,ITGA4,0.184922,0.215192,0.18576,1073,A,0.05,,,,,,,,,,
355,Breast,EREG,0.522438,0.335705,0.284824,1073,B,0.05,,,,,,,,,,
356,Breast,PPARGC1B,0.239986,0.309411,0.268324,1073,A,0.05,,,,,,,,,,
357,Breast,HSPA1A,0.353275,0.481368,0.534735,1073,A,0.05,,,,,,,,,,
358,Breast,CASP5,0.375629,0.24485,0.227952,1073,A,0.05,,,,,,,,,,
359,Breast,PGF,0.169186,0.131531,0.146519,1073,A,0.05,,,,,,,,,,
360,Breast,TRAF1,0.003348,0.000733,0.00106,1073,A,0.05,10.0,,,0.048983,0.0489827019240446,0.0012736934694118,True,,,0.048983
361,Breast,ACTR2,0.168955,0.003605,0.004515,1073,B,0.05,10.0,5.0,0.0047,0.048457,0.2647071992553751,0.006297834263417,True,,,0.264707
362,Breast,TDG,0.223053,0.052801,0.04551,1073,A,0.05,10.0,0.0,0.0,0.04551,0.5222462103329992,0.0513525233629637,True,,,0.522246
363,Breast,MYCL,0.161648,0.068217,0.051283,1073,B,0.05,,,,,,,,,,
364,Breast,ALDOA,0.048217,0.062624,0.050432,1073,B,0.05,,,,,,,,,,
365,Breast,HTATIP2,0.01051,0.052215,0.061526,1073,A,0.05,,,,,,,,,,
366,Breast,XRCC4,5.6e-05,0.004687,0.005694,1073,B,0.05,10.0,3.0,0.0028,0.045818,0.4923026422222494,0.0075314154525307,True,,,0.492303
367,Breast,ZEB2,0.248816,0.022249,0.026309,1073,A,0.05,10.0,1.0,0.0009,0.028833,0.6742934434392576,0.0288326541772515,True,,,0.674293
368,Breast,RBBP8,0.001319,0.003141,0.00436,1073,B,0.05,10.0,5.0,0.0047,0.042109,0.2226338587649651,0.0068510131957458,True,,,0.222634
369,Breast,MMP13,0.100752,0.127624,0.099012,1073,B,0.05,,,,,,,,,,
370,Breast,PMS2,0.034129,0.078073,0.067928,1073,A,0.05,,,,,,,,,,
371,Breast,GSK3A,0.075507,0.288127,0.343311,1073,B,0.05,,,,,,,,,,
372,Breast,MLH3,0.357809,0.601191,0.636337,1073,A,0.05,,,,,,,,,,
373,Breast,ATP5I,0.120825,0.024952,0.029603,1073,B,0.05,10.0,1.0,0.0009,0.038641,0.6351516540643638,0.0386406189339721,True,,,0.635152
374,Breast,SUCLG2,0.147308,0.257997,0.232156,1073,B,0.05,,,,,,,,,,
375,Breast,ERCC2,0.287915,0.057573,0.065604,1073,B,0.05,,,,,,,,,,
376,Breast,SMAD2,0.1018,0.162801,0.14433,1073,A,0.05,,,,,,,,,,
377,Breast,ARHGEF7,0.326199,0.069692,0.061954,1073,A,0.05,,,,,,,,,,
378,Breast,RELA,0.130385,0.075014,0.086445,1073,B,0.05,,,,,,,,,,
379,Breast,MCM2,0.300494,0.017381,0.020311,1073,B,0.05,10.0,1.0,0.0009,0.02042,0.6000792351337125,0.020419666187274,True,,,0.600079
380,Breast,NDUFS4,0.258417,0.006663,0.008058,1073,B,0.05,10.0,2.0,0.0019,0.031523,0.4862969262944759,0.0104617789946435,True,,,0.486297
381,Breast,NDUFA6,0.135398,0.101451,0.117996,1073,B,0.05,,,,,,,,,,
382,Breast,VCL,0.065432,0.056149,0.065022,1073,B,0.05,,,,,,,,,,
383,Breast,SART1,0.040804,0.038385,0.048985,1073,B,0.05,10.0,0.0,0.0,0.048985,0.734437122636701,0.0674785751966957,True,,,0.734437
384,Breast,DNAJB1,0.047902,0.010292,0.009106,1073,B,0.05,10.0,5.0,0.0047,0.049786,0.1463945621013955,0.0101411486716568,True,,,0.146395
385,Breast,NDUFB2,0.010716,0.005923,0.004054,1073,B,0.05,10.0,5.0,0.0047,0.048725,0.2777730740293751,0.0052840241723287,True,,,0.277773
386,Breast,CTSB,0.104756,0.547387,0.461665,1073,B,0.05,,,,,,,,,,
387,Breast,DNMT1,0.396677,0.02842,0.032345,1073,B,0.05,10.0,1.0,0.0009,0.032345,0.7487443357313741,0.0323453947242394,True,,,0.748744
388,Breast,PKLR,,,0.309158,1092,B,0.05,,,,,,,,,,
389,Breast,CHEK1,0.073836,0.166146,0.183998,1073,A,0.05,,,,,,,,,,
390,Breast,ANGPT1,0.093062,0.065032,0.0792,1073,A,0.05,,,,,,,,,,
391,Breast,JUND,6e-05,0.040348,0.035898,1073,B,0.05,10.0,0.0,0.0,0.035898,0.6929489864680836,0.0519520312077435,True,,,0.692949
392,Breast,NRP1,0.331814,0.05809,0.066003,1073,A,0.05,,,,,,,,,,
393,Breast,ATRIP,0.030585,0.032894,0.043187,1073,A,0.05,10.0,1.0,0.0009,0.047452,0.523755137025497,0.0474517693243895,True,,,0.523755
394,Breast,RTEL1,0.103854,0.177218,0.165622,1073,A,0.05,,,,,,,,,,
395,Breast,CDK2,0.058869,0.130105,0.116038,1073,B,0.05,,,,,,,,,,
396,Breast,CRK,0.00435,0.005877,0.004214,1073,A,0.05,10.0,5.0,0.0047,0.044406,0.2403840960022785,0.0059901274417228,True,,,0.240384
397,Breast,NF1,0.065875,0.017439,0.015,1073,A,0.05,10.0,2.0,0.0019,0.035811,0.4386988402357912,0.0221486705538575,True,,,0.438699
398,Breast,NRG1,0.007726,0.066533,0.047885,1073,A,0.05,10.0,0.0,0.0,0.047885,0.991100616449421,0.0589581288445819,True,,,0.991101
399,Breast,UQCRQ,0.349373,0.255915,0.230118,1073,B,0.05,,,,,,,,,,
400,Breast,PML,0.00217,0.061282,0.044113,1073,A,0.05,10.0,0.0,0.0,0.044113,0.9050051106272646,0.0545614890553487,True,,,0.905005
401,Breast,IL10,0.051192,0.035789,0.041961,1073,A,0.05,10.0,0.0,0.0,0.041961,0.7921183457628749,0.0500430399804259,True,,,0.792118
402,Breast,NOS3,0.183483,0.009637,0.011517,1073,A,0.05,10.0,3.0,0.0028,0.049868,0.5054206984693832,0.0103907422072088,True,,,0.505421
403,Breast,BBC3,0.121548,0.138914,0.176188,1073,B,0.05,,,,,,,,,,
404,Breast,WASF1,0.173491,0.04877,0.056951,1073,B,0.05,,,,,,,,,,
405,Breast,RFC1,0.099173,0.144448,0.112765,1073,A,0.05,,,,,,,,,,
406,Breast,RHOC,0.04639,0.041736,0.037281,1073,B,0.05,10.0,0.0,0.0,0.037281,0.7286144633254128,0.0538316424304372,True,,,0.728614
407,Breast,MYH10,0.037407,0.0733,0.05371,1073,B,0.05,,,,,,,,,,
408,Breast,CXCL9,0.002189,0.000205,0.000149,1073,B,0.05,10.0,,,0.030616,0.0306161715795373,0.0002540840058314,True,,,0.030616
409,Breast,NCOA3,0.010264,0.016848,0.024919,1073,A,0.05,10.0,1.0,0.0009,0.038075,0.69030784181403,0.0380749927475339,True,,,0.690308
410,Breast,ETV4,0.382592,0.180722,0.199797,1073,B,0.05,,,,,,,,,,
411,Breast,SSB,0.057392,0.147203,0.126843,1073,A,0.05,,,,,,,,,,
412,Breast,DDB2,0.000817,0.024298,0.030268,1073,B,0.05,10.0,1.0,0.0009,0.042819,0.5902187548977501,0.0428189519365072,True,,,0.590219
413,Breast,CYB561D1,0.052408,0.001898,0.00124,1073,A,0.05,10.0,7.0,0.0065,0.049449,0.1525457497267097,0.0015818823740662,True,,,0.152546
414,Breast,XPA,0.202769,0.046561,0.042696,1073,A,0.05,10.0,0.0,0.0,0.042696,0.8493516966977244,0.0630174519438225,True,,,0.849352
415,Breast,RIPK2,0.205488,0.002246,0.002798,1073,B,0.05,10.0,5.0,0.0047,0.040112,0.2579881145791838,0.0031115548664937,True,,,0.257988
416,Breast,TINF2,0.001117,0.000186,0.000298,1073,B,0.05,10.0,9.0,0.0084,0.036021,0.0537457563326894,0.0005339914350274,True,,,0.053746
417,Breast,ENO2,0.071044,0.055654,0.06316,1073,A,0.05,,,,,,,,,,
418,Breast,HDAC5,0.069564,0.006409,0.007594,1073,A,0.05,10.0,3.0,0.0028,0.035842,0.4290598125005151,0.0075944836644465,True,,,0.42906
419,Breast,MYL9,0.142104,0.084043,0.096669,1073,A,0.05,,,,,,,,,,
420,Breast,STMN1,0.06533,0.018722,0.021918,1073,B,0.05,10.0,1.0,0.0009,0.021918,0.6814821029272662,0.0219178105482258,True,,,0.681482
421,Breast,RNF168,0.004476,0.045121,0.051161,1073,A,0.05,,,,,,,,,,
422,Breast,IL15,0.029434,0.176856,0.143992,1073,A,0.05,,,,,,,,,,
423,Breast,NDUFS1,0.000543,0.010459,0.007058,1073,B,0.05,10.0,2.0,0.0019,0.028773,0.4886559557016695,0.009215138861059,True,,,0.488656
424,Breast,XRCC5,0.052076,0.193775,0.218247,1073,B,0.05,,,,,,,,,,
425,Breast,FGF2,0.015403,0.072034,0.082934,1073,A,0.05,,,,,,,,,,
426,Breast,EWSR1,0.362742,0.093957,0.105028,1073,A,0.05,,,,,,,,,,
427,Breast,NDUFB7,0.038864,0.048183,0.04372,1073,B,0.05,10.0,0.0,0.0,0.04372,0.8588917995704444,0.0641000454961687,True,,,0.858892
428,Breast,RAP1A,0.016829,0.024494,0.021163,1073,B,0.05,10.0,2.0,0.0019,0.048088,0.5027992184727883,0.0306624102843982,True,,,0.502799
429,Breast,WT1,0.0124,0.018779,0.021977,1073,A,0.05,10.0,1.0,0.0009,0.021977,0.7364690848022203,0.021977146578155,True,,,0.736469
430,Breast,COX7B,0.009922,0.085334,0.101038,1073,A,0.05,,,,,,,,,,
431,Breast,NDUFA3,0.038613,0.120961,0.109286,1073,B,0.05,,,,,,,,,,
432,Breast,NCOA6,0.457189,0.075937,0.091579,1073,B,0.05,,,,,,,,,,
433,Breast,NDUFV3,0.421354,0.293579,0.258449,1073,B,0.05,,,,,,,,,,
434,Breast,ITGB1,0.035931,0.011211,0.016564,1073,A,0.05,10.0,2.0,0.0019,0.04153,0.5373441387693686,0.025498258283781,True,,,0.537344
435,Breast,CDK7,0.062778,0.169948,0.191713,1073,B,0.05,,,,,,,,,,
436,Breast,ACTR3,0.045638,0.030249,0.021742,1073,B,0.05,10.0,1.0,0.0009,0.021742,0.6937626051987786,0.0217419255095587,True,,,0.693763
437,Breast,MDH1,0.18683,0.071765,0.058752,1073,B,0.05,,,,,,,,,,
438,Breast,PDPR,0.154504,0.010857,0.013162,1073,B,0.05,10.0,2.0,0.0019,0.043898,0.5539299321401635,0.0164337988835429,True,,,0.55393
439,Breast,ATM,0.082871,0.015542,0.012237,1073,A,0.05,10.0,3.0,0.0028,0.044557,0.3865038991663306,0.0175096127605378,True,,,0.386504
440,Breast,PARP1,0.200232,0.012902,0.015495,1073,B,0.05,10.0,2.0,0.0019,0.037672,0.4683021527084731,0.0207583840425024,True,,,0.468302
441,Breast,HIC1,0.211115,0.072366,0.084222,1073,A,0.05,,,,,,,,,,
442,Breast,CRY1,0.001195,0.040961,0.033139,1073,A,0.05,10.0,1.0,0.0009,0.044708,0.6252112712270055,0.0447077253128445,True,,,0.625211
443,Breast,MSH5,0.038483,0.010166,0.008323,1073,A,0.05,10.0,5.0,0.0047,0.04952,0.1707942960489502,0.0096649721124956,True,,,0.170794
444,Breast,DLD,0.002085,0.00199,0.003024,1073,A,0.05,10.0,5.0,0.0047,0.034917,0.2083686462862,0.0049488359917277,True,,,0.208369
445,Breast,BAK1,0.467302,0.020845,0.024381,1073,B,0.05,10.0,1.0,0.0009,0.029034,0.6254027902581086,0.0290341435564484,True,,,0.625403
446,Breast,IKBKE,0.103106,0.00106,0.001299,1073,B,0.05,10.0,6.0,0.0056,0.038096,0.1834500316134918,0.00149622045487,True,,,0.18345
447,Breast,SLC25A25,0.065808,0.195722,0.21491,1073,A,0.05,,,,,,,,,,
448,Breast,MEN1,0.205951,0.304013,0.328546,1073,B,0.05,,,,,,,,,,
449,Breast,NDUFAB1,0.002733,0.009854,0.011572,1073,A,0.05,10.0,2.0,0.0019,0.034114,0.6082082465120278,0.0115723998109546,True,,,0.608208
450,Breast,DPP4,0.071171,0.010134,0.011975,1073,A,0.05,10.0,2.0,0.0019,0.033234,0.5376142358230451,0.01197496274556,True,,,0.537614
451,Breast,NDUFS7,0.064532,0.095279,0.071059,1073,B,0.05,,,,,,,,,,
452,Breast,ALDOB,0.029656,0.098726,0.112916,1073,A,0.05,,,,,,,,,,
453,Breast,AREG,0.015213,0.240748,0.206547,1073,B,0.05,,,,,,,,,,
454,Breast,RAD18,0.100753,0.035435,0.042065,1073,B,0.05,10.0,0.0,0.0,0.042065,0.7153719509410821,0.0563373018201818,True,,,0.715372
455,Breast,GSK3B,0.012676,0.210128,0.178211,1073,A,0.05,,,,,,,,,,
456,Breast,ITGAM,0.04763,0.006566,0.008407,1073,B,0.05,10.0,4.0,0.0037,0.047709,0.3155052537260562,0.0123648971792409,True,,,0.315505
457,Breast,TOP2A,0.24328,0.039544,0.047653,1073,A,0.05,10.0,0.0,0.0,0.047653,0.7042500808109231,0.0555590212932294,True,,,0.70425
458,Breast,HDAC3,0.10603,0.151602,0.171791,1073,A,0.05,,,,,,,,,,
459,Breast,IGF2R,0.000479,0.000506,0.000414,1073,A,0.05,10.0,9.0,0.0084,0.04002,0.0587045462216823,0.000717679671981,True,,,0.058705
460,Breast,PMS1,0.102958,0.416314,0.363166,1073,A,0.05,,,,,,,,,,
461,Breast,RUNX3,0.010703,0.033352,0.026861,1073,A,0.05,10.0,1.0,0.0009,0.031003,0.4235400680783832,0.0310025861612548,True,,,0.42354
462,Breast,CASP6,0.123127,0.01878,0.024971,1073,B,0.05,10.0,1.0,0.0009,0.036295,0.5615135957177597,0.0362954274993324,True,,,0.561514
463,Breast,AURKB,0.049773,0.069156,0.054927,1073,B,0.05,,,,,,,,,,
